id,facebook_id,page_name,page_type
16046,611626728868177,NIDO Centroamérica,company
866,563481193679341,BreastScreen NSW,government
278,123151319852,Arnold Bread,company
42,57816252527,Honey Bunches of Oats,company
8606,108879087298,U.S. Department of Agriculture,government
5463,340093714072,CBS Evening News with Jeff Glor,tvshow
9395,1610251305905096,Dream Quest with Evette Rios,tvshow
7761,264972983556381,CBS This Morning,tvshow
11494,40027521936,NCIS,tvshow
8325,288878190479,The Insider,tvshow
4296,344485392298301,Home & Family,tvshow
4879,5298599940,The Amazing Race,tvshow
14221,62008783768,Evine,company
8724,15574131770,The Doctors,tvshow
608,181139475269385,Don't Trust the B in Apt 23,tvshow
227,195184929562,Pillsbury,company
6811,149214809611,Wholly Guacamole,company
11117,292258907520819,Disney Alliances,company
18573,104920896617,NYC Service,government
19900,125379674170210,Target Baby,company
11061,87455006323,TIKI Brand Products,company
20928,75702136583,"City of St. Louis Park, Minnesota - Government",government
21955,396922911409,Digicel,company
14877,104857022933778,NESTEA,company
21086,89567785207,Kingston LATAM,company
6390,107637365950776,9 News,tvshow
4141,166185133486737,Visit Abu Dhabi,company
5198,208421665712,TMZ,tvshow
14918,367112286677913,Citrus County Sheriff's Office,government
19519,39233838864,Rafaella,company
9087,110840095598649,"Oakland County, Michigan Government",government
6671,132081383503163,Autodesk,company
7533,109609178776,VELVEETA,company
22243,646163692158881,Aníbal José Torres,politician
3047,104812021201,Project Runway,tvshow
18803,302253933188824,Soy Vay,company
12838,77984142054,Talenti gelato e sorbetto,company
18273,118966505717,Petplan Pet Insurance - North America,company
13168,17005647606,Healthy Choice,company
9339,1684854175066922,NYS Department of Corrections and Community Supervision,government
6475,38516443678,megabus.com,company
21033,331525386302,Air Force Special Operations Command,government
1220,203958422998553,INDY International Festival,company
2743,231408410531,Curb Your Enthusiasm,tvshow
2860,113373749451,New York Life Insurance Company,company
9940,25987609066,The Rachel Maddow Show,tvshow
5306,131367983562265,"Sioux City, Iowa Government",government
6722,7360171291,Maidenform,company
14553,132414976862076,Goldfish,company
11073,176235932271,Pearle Vision,company
11415,114288853688,NBC Nightly News with Lester Holt,tvshow
1639,211146183395,United States Navy Band,government
15132,165296673500632,Papyrus,company
9741,147546801935011,Crock-Pot Slow Cooker,company
20305,111083639108,Bermuda Tourism,company
20436,244075915594,Hellmann's,company
12929,576634265703459,Resurrection,tvshow
10509,394331733944678,Family Tools,tvshow
20863,17137790558,REAL CALIFORNIA MILK,company
13206,174787102676842,Lucky 7,tvshow
13503,213761165415665,Splash,tvshow
20870,591514164260468,Dreyer's Hong Kong,company
674,501628476524466,Ballin Shoes,company
1566,120294331322903,Bottega Veneta,company
9070,68372228103,Kettle Brand,company
11332,54971236771,NASA - National Aeronautics and Space Administration,company
701,20531316728,Facebook,company
2178,199339003484422,Loblaws,company
1184,117497138610,Walgreens,company
7969,384270641617757,Trappey's,company
2119,406197716064327,Sugar Twin,company
4225,128463482993,US National Archives,government
10231,250313209090,Metropolitan Transportation Authority (MTA),government
5072,132107549255,Wheaties,company
6129,310599418988088,Suomen suurlähetystö Reykjavikissa - Sendiráð Finnlands í Reykjavík,government
4111,183403391692553,ELLE Decoration Polska,company
6832,179248365456977,Suomen suurlähetystö Kathmandu - Finlands ambassad Kathmandu,government
13327,292714554169525,Suomen suurlähetystö Belgrad - Embassy of Finland in Belgrade,government
8517,166446350033397,"Finlands ambassad i Stockholm, Suomen suurlähetystö, Tukholma",government
12446,211457118867127,Embassy of Finland in Jakarta - Suomen suurlähetystö Jakartassa,government
755,9122810019,Barnes & Noble,company
6541,154656530902,ROAD iD,company
990,1471162443107177,StreetArtGlobe,company
1468,95758979301,FEED Projects,company
9287,167641889920409,Small Business Saturday,company
11785,112483052127943,Las Palmas,company
1901,134652126565889,U.S. Department of Energy,government
789,37657315592,Kmart,company
1387,155837727772692,"Honolulu District, U.S. Army Corps of Engineers",government
4656,216575194500,EPA WaterSense,government
10849,12442500122,Verizon,company
12204,106485550030,The Home Depot,company
8362,669358079905798,ENERGY STAR au Canada,government
14478,166153660114593,Campus France India,government
11591,196094017082910,Target Australia,company
9692,126685363508,Microsoft Dynamics,company
813,406992002681166,Walmart Brasil,company
11253,59098169547,Holt Renfrew,company
8036,35459709446,Nature Valley,company
1585,120537781310020,Mike & Molly,tvshow
3792,174528277325,Earthbound Farm,company
6180,532216253466326,Cal-Organic Farms,company
12348,209800569064870,Miami-Dade Office of Emergency Management,government
12442,131933800206001,The Chia Co,company
11495,358627080831889,Seagram's Ginger Ale,company
1625,57013965511,Hint,company
10248,216930128327992,Hak's,company
11875,130312734730,Great Day TB,tvshow
432,222959311062238,Metropolitan Development and Housing Agency,government
4136,126642384023393,The Republic of Tea,company
10177,175298067985,Gringo Bandito Hot Sauce,company
6773,169550761370,Imagine Austin,government
367,140501142799399,Motive,tvshow
12950,68059960406,KSPR News,tvshow
1730,76053353471,Live with Kelly and Ryan,tvshow
1737,105870934852,McCormick Grill Mates,company
16647,547425891939614,Helper,company
12749,13011195980,The Biggest Loser,tvshow
4474,50138985328,Allstate,company
18262,90319605974,Northrop Grumman Corporation,company
6501,195720989324,Simple Bites,company
17978,54359477683,Purchasing Power,company
19543,197475073620623,National Assessment of Educational Progress (NAEP),government
15370,170000993071234,Stop & Shop,company
17212,663739663697171,Taste NY,company
3821,301662976629917,NYS Department of Agriculture and Markets,government
18339,308222742968,NESTEA,company
14955,284413438950,Glenwood NYC Luxury Apartments,company
13778,22038027790,Sonoran Living,tvshow
20390,165332753508521,Dover Police Department,government
3115,249058239390,Fort Drum Employment Readiness Program  Army Community Service,government
4810,373876062631747,Sea Rescue,tvshow
6067,131661546866030,Hot Topics,tvshow
794,214832449817,ABC World News Tonight with David Muir,tvshow
7348,163497464933,ABC 20/20,tvshow
17345,1460629870835309,Bridge Street on NewsChannel 9,tvshow
10608,66660497800,Nightline,tvshow
14090,429595407065556,The List,tvshow
15468,127665510592946,"U.S. Embassy Pristina, Kosovo",government
19725,311517307213,Flywheel Sports,company
9818,172037886144659,Grand Central Publishing,company
4441,55845270277,World News Now,tvshow
19657,189463151108219,Jack Hanna's Wild Countdown,tvshow
7132,87996846537,Andrea Mitchell Reports,tvshow
8225,809948162383434,MSNBC Live with José Díaz-Balart,tvshow
159,167394579972573,JRTC and Fort Polk,government
15185,6377009769,Charles Boustany Jr,politician
337,402556173091789,Moapa Valley National Wildlife Refuge,government
1330,128420643868547,U.S. Fish and Wildlife Service Northeast Region,government
2334,112643192134406,Cypress Creek National Wildlife Refuge,government
11363,78378795534,USFWS Fisheries,government
4431,248627968488160,Swan Lake National Wildlife Refuge,government
724,789940097714229,Aransas National Wildlife Refuge,government
997,220671018142592,USFWS Wildlife & Habitat Conservation,government
1025,112842012101593,U.S. Fish and Wildlife Service Midwest Region,government
9319,74281347822,U.S. Navy,government
17197,132630653420787,Recreation.gov,government
5432,313989217852,U.S. Army Center of Military History,government
14842,173811339340466,National Archives at Seattle,government
863,308267405871594,Visit The USA,company
19743,1191441824276882,The White House,government
1685,509648672396145,Enjoy Illinois,company
13254,154952834521075,Crocs,company
20663,179653538737148,DC Cupcakes,tvshow
4504,113969202017216,Sports Experts,company
14091,97116079340,Crocs,company
5637,110490609008782,Crocs,company
6007,196107060420,Crocs,company
6382,106506412706088,Belk,company
9416,124792950909955,British Embassy Iraq,government
4171,112343920601,News 96.5 - WDBO,company
4615,234212308225,British Embassy Tunis,government
7157,151573914931735,William Hague,politician
11252,140187369674,UK in Pakistan,government
12454,186812134690513,UK in Yemen,government
2858,32789373128,VisitEngland,company
7735,112957945436361,NOAA NWS National Hurricane Center,government
10003,162907207070340,UK in Bahrain,government
4124,91006840626,Lindblad Expeditions,company
11244,153830241304751,"Fort Bragg, N.C.",government
2773,144701792249,U.S. Army Cadet Command (ROTC),government
9294,120720924645290,Troops to Teachers,government
9310,186652858015265,Moody Air Force Base,government
10261,1306794876102884,Air National Guard,government
11101,1604585729851124,White Rabbit Project,tvshow
11557,110938085622842,NASA’s Curiosity Mars Rover,company
567,78118717073,Air Force Space Command,government
715,67150982149,Defense Advanced Research Projects Agency - DARPA,government
3757,127003548795,California National Guard,government
4453,190063684367149,StopBullying.Gov,government
4948,43331696829,National Institutes of Health (NIH),government
5064,226849284022023,NOAA Satellite and Information Service,government
7697,101310893242728,AFN Aviano,government
8294,1470886956457744,Risk & Reward,tvshow
8841,102602007922,Charlie Rose,tvshow
12153,119164799807,Hubble Space Telescope,government
9871,1842637996004058,Defense Imagery,government
14546,32706176871,U.S. Embassy to Italy - Ambasciata Americana a Roma,government
9968,66357326382,U.S. Embassy Canberra,government
1531,142468583842,CSIRO,government
2442,212025308879899,Army Training Network (ATN),government
3006,255694560017,Whiteman Air Force Base,government
1053,857515997596741,Central Intelligence Agency (CIA),government
7096,285628318175578,Marine Corps Special Operations Command,government
8381,96637444189,Embajada Estados Unidos en México,government
11449,105260116181782,U.S. Navy Blue Angels,government
6107,396940446631,Advanced Research Projects Agency - Energy (ARPA-E),government
11034,148497274119,NASA Spinoff,government
14209,59555160918,Defense Intelligence Agency,government
582,101341336622558,"House Committee on Science, Space, and Technology",government
1123,44959272188,National Guard,government
2075,234624980942,NASA's Glenn Research Center,government
2085,1005365466175465,DHS Science and Technology Directorate,government
4499,65369158579,USA.gov,government
5398,519024461482574,NASA History,government
10318,378309211693,Camp Atterbury,government
10769,109533742463806,Adelphi Lab Center,government
11003,6815841748,Barack Obama,politician
22265,61575637587,U.S. Pacific Command,government
12017,86505458090,NASA's Kennedy Space Center,government
12458,122023534497499,National Institute of Environmental Health Sciences,government
14671,295892683892954,Naval Science and Technology Future Force Magazine,government
10182,133468870046835,NASA's Armstrong Flight Research Center,government
16869,76625396025,CDC,government
17231,111248318907726,Lawrence Livermore National Laboratory,government
17325,134512156591701,NASA's John C. Stennis Space Center,government
2600,529802693713350,FOX & Friends Weekend,tvshow
9549,165547437444,Band of Brothers,tvshow
1917,118622031512497,NYC Mayor's Office of Immigrant Affairs,government
13428,43068266999,U.S. Coast Guard Tri-State,government
13945,131819213529050,College GameDay,tvshow
9369,127373663955846,KSL Weather,tvshow
6456,339058510313,Terry Branstad,politician
4052,165716504171,U.S. Cellular,company
2377,175380479155058,Federal Highway Administration,government
10264,94480369162,Cheapflights,company
13906,119764459362,Airfarewatchdog,company
5390,309962672389562,AmeriCorps,government
650,203730762991483,Comcast Spotlight,company
2388,149223201774483,Lorraine,tvshow
3338,291576337606199,Tod's,company
10899,71966882982,Hogan,company
5490,111916564193,Sears Canada,company
11755,9131624063,Shutterfly,company
5731,470378583048594,Alie & Georgia,tvshow
3626,165649256884575,NESCAFÉ Dolce Gusto Uruguay,company
4438,211855160060,WB Shop,company
9140,167536863307990,Tabasco,company
1097,137671952960706,Joint Base Lewis-McChord ACS Exceptional Family Member Program (EFMP),government
2506,230710100303037,Medical Service Corps Chief,government
6661,188110277921904,Million Hearts,government
11594,220754804704447,4-6 Heavy Attack Reconnaissance Squadron,government
11617,165751590126848,"U.S. Army Corps of Engineers, Seattle District",government
1654,138239022863124,"Army Contracting Command, APG-Natick Contracting Division",government
9625,270500406324866,Regional Health Command - Central,government
11825,131182018871,Patty Murray,politician
12464,7700123369,Military OneSource,government
8263,118296271544009,Tripler Army Medical Center,government
6422,8039057811,HIV.gov,government
6023,71789921512,This Old House,tvshow
7181,449873405039201,How to Live With Your Parents,tvshow
5047,127432237332984,Pan Am,tvshow
12631,136198000763,Desperate Housewives,tvshow
127,354595427910013,GovX,company
2459,402884009794631,U.S. Coast Guard Air Station New Orleans,government
8010,104491269643214,U.S. Coast Guard Station Port O'Connor,government
753,106812346075283,A Spoonful Of Paolo,tvshow
6771,208174322634134,Walmart Canada,company
6861,1426793217614446,1915 Organic,company
13244,13457463254,7-Eleven,company
5281,125880524094610,King Soopers,company
2539,302445579932159,La Banda,tvshow
11773,288359155374,City of Tampa Government,government
7627,215376596637,Univision Chicago,tvshow
7998,8582159268,Payless ShoeSource,company
13253,126633520699374,Volkswagen,company
969,1385786384976683,Yoplait Australia,company
2165,253758208153826,Vita Coco,company
916,78351370882,New York State Senate,government
7502,123524699715,New York State Department of Transportation,government
12169,169548936547184,New York State Office for the Aging,government
429,640307582665941,GoAir,company
10257,7328265549,John Boehner,politician
29,314467271901260,Marriott Rewards,company
6140,83758040673,Official Army Wives,tvshow
8477,118197471568260,Dior,company
4518,128532387214307,National Center for PTSD - U.S. Department of Veterans Affairs,government
5561,129309818805,Houzz,company
4663,135249540516,HomeGoods,company
11365,288607211258386,ROLEX,company
8854,21071685024,Marketo,company
12956,313163945066,U.S. Bank,company
1157,18627562849,Smarties,company
392,197070314013807,NSW Government,government
1247,645202298867308,Fort Stewart Hunter Army Airfield,government
94,112236298513,Export Gov,government
338,1463705733891023,U.S. Forest Service- Tahoe National Forest,government
2603,1530387480518097,Dog Whisperer with Cesar Millan: Family Edition,tvshow
4979,508508692627039,Norwegian,company
742,32130992246,Rules of Engagement,tvshow
5070,44573932098,Streamy Awards,tvshow
2554,18977004860,The Mentalist,tvshow
4096,9840307932,Law & Order:  Special Victims Unit,tvshow
397,1387807858099325,The Chase USA,tvshow
3927,258237577571559,Red Bull Signature Series,tvshow
3074,14176232250,24: Legacy,tvshow
4118,168846753279780,Enlisted,tvshow
141,91116022514,White Collar,tvshow
1546,851726584844749,The Librarians,tvshow
810,12637555873,The Soup,tvshow
1063,149891320937,NY State Parks & Historic Sites,government
3066,230367943664408,Join FDNY,government
10047,1625125621042574,New York City Department of Cultural Affairs,government
4737,84372567650,NYC 311,government
6493,497928140245611,Carlos Menchaca,politician
9262,69692779090,New York City Department of Education,government
15830,106595792343,DYCD Youth Connect,government
16270,30634981956,M&M'S U.S.A.,company
1827,200752513291552,US National Weather Service Twin Cities Minnesota,government
5362,158805081468,Digicel,company
7230,19158553377,Hungry Jack's,company
14076,221574646130,Digicel,company
15917,284777428637,Slurpee Australia,company
18162,21278871488,Mountain Dew,company
6758,198023503564155,POWERADE Australia,company
12592,182712331611,Home and Away,tvshow
19626,120751185970,Digicel,company
2169,117951398222056,MOTHER ENERGY DRINK,company
7553,79614858980,Digicel,company
19557,199820173178,Digicel,company
655,99212330886,Digicel,company
14557,23550666633,Fanta,company
21073,21281155105,Vistaprint,company
15903,105023032899211,Kingston Brasil,company
2014,143882025632732,U.S. Consulate General Perth,government
1780,143359822402689,"Northern Territory Police, Fire and Emergency Services",government
4967,144449965668596,Richard Marles MP,politician
370,108669062546478,UAEmGov,government
3673,50386446817,Polk County Sheriff's Office,government
7777,114456836492,"Walton County Sheriff, Michael A. Adkinson, Jr.",government
12521,31987371885,Facebook Security,company
10701,121079233168,Boston Fire Department,government
679,146451038734267,Michigan National Guard,government
9803,502141629853795,Sonia Pacheco,politician
20136,197201693631956,Alejandro García Padilla,politician
13082,743972319041028,Jorge Suárez,politician
16548,1631829410430335,Ramón Luis Cruz Burgos,politician
6982,52359680024,Luis Vega Ramos,politician
13568,6905502638,Aníbal Acevedo Vilá,politician
9452,213184965759,Brother Sews,company
6873,406315976117944,Project Runway Vietnam,tvshow
5088,132659034758,KC Masterpiece,company
2845,10552287399,Esurance,company
7962,153542981344073,Bed Bath & Beyond,company
754,117840808091,101st Airborne Division (Air Assault),government
16186,119944541354338,U.S. Marine Forces Europe and Africa,government
3679,61554633195,U.S. Special Operations Command Europe,government
7467,280292636921,2nd Theater Signal Brigade,government
16977,86734389871,U.S. Army Europe,government
19777,363726370628082,BeThere Peer Support,government
4855,181555215218633,"\"11 Luchtmobiele Brigade - air assault \"\"7 december\"\"\"",government
17561,1761686237399307,Air Force Special Tactics,government
18168,401421666865107,10th Mountain Division,government
6990,1034472783282382,Councilman Jeremy Whittaker,politician
2235,32228383166,Say Yes to the Dress,tvshow
1141,130680229173,Jazz Ambassadors,government
18616,254306778010845,Hayes & Jarvis,company
4257,124924473551,WestJet,company
16851,124653650181,Shake Shack,company
18524,190139647664971,Hellmann's,company
9086,43238516790,Milwaukee Police Department,government
7412,195131757864,Massachusetts National Guard — The Nation's First,government
2742,438231699562402,GIGABYTE PC Portables France,company
10591,116103738456420,WD,company
1206,181350755208673,WD,company
19,288891469878,Shapeways,company
4857,508084032583628,Mini TFO,tvshow
7385,456739224336592,Moonshiners,tvshow
9582,17850134027,Indian Motorcycle,company
10096,46415639449,Northern Tool + Equipment,company
6774,93228977566,The Rachel Zoe Project,tvshow
8034,21120170500,Sheetz,company
10203,469208713101522,Lavazza,company
7588,133738856648966,San Pellegrino,company
14424,139659736229388,S.Pellegrino,company
6431,71309025692,IZZE,company
1038,240881779280922,Bakers,company
1319,423722634317667,Scott Buchholz,politician
6244,205327792883589,Stuart Robert,politician
11423,130736376939223,7 News Brisbane,tvshow
10761,150255771679533,Karen Andrews MP,politician
1182,158249957578653,Ten News,tvshow
7892,131424493656687,Lord Mayor of Brisbane - Graham Quirk,politician
10272,153994794690793,belVita,company
12071,118914714168,I LOVE NEW YORK,company
19076,151946468186599,Big Lots,company
4476,281866554036,Old London,company
3521,151028621584425,Maryland State Police,government
5068,604858129529404,15th Wing,government
7961,67014122312,U.S. Mission to NATO,government
9218,102277867966,Marion VA Medical Center,government
8700,66756305907,Armed Forces Entertainment,government
10834,122243511122927,200th Military Police Command,government
9755,104702909575157,7th Mission Support Command,government
19696,110795228128,WECT News,tvshow
14458,151058051671640,Fort Benning Soldier for Life -Transition Assistance Program,government
4350,122229581165308,Rowan County Emergency Services,government
16021,143412869029,North Carolina State Parks and Recreation,government
4572,361249267397732,MSNBC Locked Up Abroad,tvshow
19704,336600869757204,Manon Massé,politician
377,300764263285830,128th Mobile Public Affairs Detachment,government
1205,121994218975,"2nd Brigade Combat Team, 82nd Airborne Division",government
11247,438762759487669,ISPR,government
2428,84917689333,Applebee's Grill & Bar,company
4399,105774068351,PEO C3T,government
7026,141296392556674,PEO Assembled Chemical Weapons Alternatives,government
5509,741275155906327,Mary Ann Lisanti,politician
2021,105005132879672,Disney On Ice,company
3370,109208489109149,Office of the Army Chief Information Officer/G-6,government
5183,164132806977095,US National Weather Service Chicago Illinois,government
2991,180545451991627,US National Weather Service Portland Oregon,government
2684,176168429100754,US National Weather Service Huntsville Alabama,government
2760,338413009575892,What's On 6,tvshow
2311,171437136571,Texas Army National Guard,government
8567,329636471407,US ARMY AVIATION TECHNICAL LIBRARY AND AVIATION LEARNING CENTER,government
13418,144713138936272,Michael E. DeBakey VA Medical Center,government
15174,92324474457,U.S. Army Command and General Staff College,government
8002,138895862815665,Team Redstone,government
16519,60774464809,US Postal Service,government
2031,243911138990394,Texas Army ROTC,government
1084,560108134141083,"US Army Infantry School, Ft Benning, Georgia",government
7379,104559779599569,Mississippi Valley Division (US Army Corps of Engineers),government
11364,79163195919,"1st Combat Aviation Brigade, 1st Infantry Division",government
14561,140016920466,Kansas National Guard,government
18777,78701778561,3rd Infantry Division,government
3077,533836516631363,Chief of Air Defense and Regimental CSM,government
12175,101699193720,"1st Armored Brigade Combat Team, 3rd Infantry Division",government
15052,171779861746,U.S. Army Dallas Recruiting Battalion,government
15239,94751862578,U.S. Army Garrison-Hawaii,government
16198,36254431611,"Pacific Region, U.S. Army Installation Management Command",government
18645,134190509970724,CAPE  (Center for the Army Profession and Ethic),government
1713,87864316887,Visit San Antonio,company
10101,376247695799205,La Voz Kids,tvshow
4176,610024792360955,Ironside,tvshow
507,110475388978628,The Walking Dead,tvshow
4625,331846880212252,The Americans,tvshow
12275,215380638665932,Constantine,tvshow
11579,20307477656,Friday Night Lights,tvshow
13452,101109956647505,Smash,tvshow
12354,77935840691,Liberty Travel,company
1094,172830686252216,Australia in Israel,government
7225,195291693863700,FlyScoot,company
11134,677938995565884,"Embajada de Australia en Chile, Ecuador y Venezuela",government
11071,87734779537,Wotif.com,company
5797,1526178287600208,Outback Adventures with Tim Faulkner,tvshow
4689,110901122315745,Joint Base Myer-Henderson Hall Army Community Service (ACS),government
8590,148899768459965,Fort Campbell Fire and Emergency Services,government
9093,196445187046710,"1st Battalion, 94th Field Artillery Regiment",government
11885,121636292647,Fort Sill Army Community Service,government
19027,101037824325,Fort Bragg Family and MWR,government
899,168933319903831,Tri-Border Community,government
7094,312185965465943,4th Squadron 3d U.S. Cavalry Regiment,government
7793,126739657349493,143d Sustainment Command-Expeditionary,government
7827,190518617659845,599th Transportation Brigade,government
13325,116888017071,Fort Stewart/Hunter FMWR,government
14678,159800826919,Fort Irwin Family and MWR,government
14966,110935812320254,United States Army Garrison Japan,government
19030,214135998699864,Fort Dix Soldier for Life - Transition Assistance Program,government
3628,1357942647564645,America's PrepareAthon,government
1324,180366801986651,Fort Gordon Army Community Service (ACS),government
15742,165406143526115,Spouse Education and Career Opportunities Program - SECO,government
10104,145044388869037,III Corps & Fort Hood Health Promotion,government
19562,74799177601,AFN Europe,government
5847,108169582559977,USAG Bamberg - Warner Barracks,government
9028,153055964751512,Picatinny Arsenal FMWR,government
9299,211577435548344,187th Medical Battalion,government
16541,107360192675185,United States Army Reserve Legal Command,government
16865,154302068080935,63rd Expeditionary Signal Battalion,government
19200,193297257454407,AFN Benelux,government
14919,1437727653211034,Skinnygirl,company
15840,6305658346,OnlineShoes.com,company
3562,113411434655,QVC UK,company
8559,147812530863,FlashForward,tvshow
9662,288152579806,Off the Map,tvshow
7837,68192000474,Sandals Resorts,company
5817,406394369426068,Thug Kitchen,company
3631,114005387634,Hollywood Music in Media Awards,company
15426,251707705390,V,tvshow
13575,318883929029,Happy Town,tvshow
39,403071946500795,Tennessee Secretary of State,government
6439,131319143614919,AT&T Careers,company
2240,272887986198994,Selfie,tvshow
3925,11824540886,Inside MMA,tvshow
3461,319641006403,Totino's,company
12264,373778139352243,Chex,company
2815,430621253640291,Youmiam,company
414,121003161289904,[N.A!] Nature Addicts,company
12564,69725163490,Opening Ceremony,company
2453,296125078581,Jarritos,company
657,151608581556109,Gold Rush,tvshow
2262,236315886492189,iZombie,tvshow
1126,109028969735,FOX Teen Choice Awards,tvshow
7901,53972523655,IndiMusic TV,tvshow
2451,6278093869,Dr Pepper,company
16222,94834506178,Arla,company
15289,122324001271722,MyPlate,government
7676,945557972146233,Zumbo's Just Desserts,tvshow
21861,101076489992663,Nestlé Marktplatz,company
14204,16703910909,Philadelphia Police Department,government
8527,6781166087,Bob Casey,politician
17343,60004615820,Groupon,company
5330,890123591049094,Si Se Puede,tvshow
6994,134963106566202,EnergyNYC,government
13787,944580302249505,NYC Human Resources Administration,government
14802,130163127032931,HealthCare.gov,government
2929,289949387763780,Attorney General Eric Schneiderman,politician
6116,128606320218,General Services Administration,government
8990,6029094653,Grubhub,company
2433,125696285699,Jimmy Van Bramer,politician
2639,363080770542177,Ciudad de Nueva York,government
3919,152431441489088,Citi,company
8057,142562581592,New York State Council on the Arts,government
11530,744848985549652,Girlfriends' Guide to Divorce,tvshow
10864,254230544705925,Israel Ministry of Defense,government
120,123905300955489,Ejército Nacional de Colombia,government
4516,146991682040800,Naval District Washington (NDW),government
8503,1242524079186385,"Headquarters Marine Corps, Henderson Hall, Headquarters & Service Battalion",government
17947,49861545309,Scharffen Berger Chocolate Maker,company
15911,990973664343700,BelGioioso Cheese,company
10660,347792515361197,The Slap,tvshow
16910,8117010858,The Millionaire Matchmaker,tvshow
18343,6459871686,Entourage,tvshow
14637,58172418155,Asiana Airlines,company
8110,171195082892500,Mountain Dew India,company
3588,108615622535393,Central Texas VA Health Care System,government
4090,521966721162529,"1-12 Cav Chargers, 3BCT, 1CD",government
4560,134968831832,"\"1st Brigade Combat Team \"\"Bastogne\"\"\"",government
5451,204902959720,USAJOBS,government
6066,156763624392039,USPS Stamps,government
8737,355731006551,U.S. Postal Service Office of Inspector General,government
5011,82051676540,Oklahoma National Guard,government
4574,310948678939761,8th Military Police Brigade,government
9203,155238047836569,Fort Hood Soldier for Life - Transition Assistance Program,government
11120,61025451835,Marshalls,company
981,93397977942,UPSjobs,company
12599,163231787057358,U.S. Department of Veterans Affairs Center for Innovation,government
13999,215787515133155,Boursin Cheese,company
4985,11279153466,Cathay Pacific Airways,company
20206,236373826463390,Signé M,tvshow
17512,294337618281,Advanced Food Service Training Division - Fort Lee,government
4836,64920369049,HomeAdvisor,company
1222,276748629052960,Talk Stoop,tvshow
12128,636177906436855,Judge Faith,tvshow
7682,266454883391558,City of Nashua Office of Emergency Management,government
14176,124347544347390,Visit The USA,company
8738,124186682456,Western Union,company
10319,203296110126,U.S. Army Los Angeles Recruiting Battalion,government
3698,245269538856027,The Chris Gethard Show,tvshow
12082,15118986338,Carhartt,company
8541,1588125848068653,Skyville Live,tvshow
13956,58139304797,Sears Outlet Stores,company
17465,1303921149724654,Pickler & Ben,tvshow
12195,258742651825,Grazia Magazin,company
17558,365604620536,Zalando,company
14948,10109514234,CHANEL,company
13780,189740121038353,Thakoon,company
21400,104956949616,Avatar: The Last Airbender,tvshow
17160,100280026258,Flixster,company
19723,133981856074,John Deere,company
12387,102565619799983,Hollywood Hunter,tvshow
16561,80447323573,Sub-Zero and Wolf,company
20871,208556392509047,AllModern,company
3887,211372429028464,Cartoon Network Shop,company
14880,321031023382,Adventure Time,tvshow
6248,185849034786703,The Powerpuff Girls,tvshow
6595,108757059193747,ThunderCats,tvshow
5254,110733245515,Pop-Tarts,company
2854,192497530773691,Looney Tunes,tvshow
20083,129744613742971,DIRECTV Puerto Rico,company
22102,118376684901629,Regular Show,tvshow
15058,105791026146556,Bibigo USA,company
17724,272385299499799,earthrise - Al Jazeera,tvshow
15355,164102233632860,Soy Bimbo Nito,company
21473,59611411757,"U.S. EPA, Region 10",government
20818,175423483336,EPA Water,government
15871,324914367631613,Maryland Environmental Service,government
16183,58822670679,Westar Energy,company
20319,151224311736267,PSEG Long Island,company
21807,148646721874,Sprinklr,company
22433,92979593115,CVS Pharmacy,company
17142,138587549516886,The Only Way is Essex,tvshow
22263,121778754508061,Anchor,company
13964,109651927078,TK Maxx,company
5105,111055655615155,MAOAM UK,company
10374,137861749576653,Galaxy Chocolate,company
3515,126263214090272,Heinz UK,company
12571,114147378621779,Florida's Natural,company
18389,129945096760,Dole,company
15654,1444546699113438,Activia,company
8884,112761737471,smartwater,company
21184,130246043693610,Ricola,company
5528,832628066762567,Celebrity Name Game,tvshow
16549,319449678134657,Marin Health and Human Services,government
14238,145708278784941,Callebaut,company
20734,202594577641,Austin Energy Green Building,government
22014,167583673285477,Vita Coco Cafe,company
20128,8336827841,Joyce Murray,politician
13489,138191116212942,Carman's Kitchen,company
18026,58124652103,"Village of Schaumburg, Illinois Government",government
18274,236561572564,Parmigiano Reggiano,company
20199,163185517061777,ET Canada,tvshow
16295,99861510779,USS Theodore Roosevelt,government
19205,143932255644552,I Marine Expeditionary Force (I MEF),government
13981,172869829435473,BLACK LABEL Bacon,company
21129,150028153208,High School Quiz Show,tvshow
22285,113668652574,Back to the Roots,company
20349,114114045339706,Hardball with Chris Matthews,tvshow
1418,114945745226947,The Last Word With Lawrence O'Donnell,tvshow
19258,138220153003017,Rep. Lois Frankel,politician
9174,22269950408,Rick Perry,politician
12965,139734602739223,Michelle Rowland MP,politician
15969,137811272943921,St. Croix Wetland Management District,government
10208,130505740416182,U.S. EPA Scientific Diving Program  (EPA Divers),government
20253,127246590666522,San Francisco Bay NWR Complex,government
19388,134273219943825,U.S. Fish & Wildlife Service Southwest Region,government
20173,115391515190853,National Conservation Training Center,government
9949,105258054147,"Jacksonville District, U.S. Army Corps of Engineers",government
10707,168915473153818,Iroquois National Wildlife Refuge,government
19432,30037047899,National Science Foundation (NSF),government
20538,53511187102,Illinois Senate Democratic Caucus,government
21423,180991947946,"British Embassy, Qatar",government
18580,138104872883324,"British Embassy, Madrid",government
21050,277197615227,"British Embassy, Kuwait",government
18250,219964211450043,Dagne Dover,company
